time_element,username,post_text,thread_page,post_text_cleaned
5:23:00 PM,DWDJR,We’ve crossed the UCF 35 every drive. Offense is humming and two stupid mistakes by the players are the only reason its not 28.  Now figure out the rest. Special teams been bad. Defense been not great.,20,We’ve crossed the UCF 35 every drive. Offense is humming and two stupid mistakes by the players are the only reason its not 28. Now figure out the rest. Special teams been bad. Defense been not great.
5:23:00 PM,OGRaiderRed,Only pass to Brown and TEs,20,Only pass to Brown and TEs
5:23:00 PM,ronerich,  B. Golan said:       Like that touchdown?    Click to expand...   I'm referring to the 98% of the other times when it nets us 1 or fewer yards because we are going so fast we have blown assignments all over the place.  No need to be a white knight here.  You know that nascar-esque offense has been a disaster.,20,I'm referring to the 98% of the other times when it nets us 1 or fewer yards because we are going so fast we have blown assignments all over the place. No need to be a white knight here. You know that nascar-esque offense has been a disaster.
5:23:00 PM,B. Golan,Rabbit and now Hutchings down. I hate to see that,20,Rabbit and now Hutchings down. I hate to see that
5:23:00 PM,MacRed,  TTwin said:       Yeah.  I'll give Kittley a little more credit and freedom    Click to expand...  I’m not there yet.,20,I’m not there yet.
5:23:00 PM,J. Apodaca,Boog is down.,20,Boog is down.
5:23:00 PM,JoeFlop,DOWNFIELD PASSING ATTACK    ,20,DOWNFIELD PASSING ATTACK
5:23:00 PM,J. Ramirez,Jaylon Hutchings slow to get up,20,Jaylon Hutchings slow to get up
5:23:00 PM,Techbassn,Keep the speed out there at receiver! Bradley isn’t getting by anyone,20,Keep the speed out there at receiver! Bradley isn’t getting by anyone
5:23:00 PM,CumberlandBlues,Maybe Jordan Brown’s mom is correct bc he was definitely open on every play like she tells us on the twitters.,20,Maybe Jordan Brown’s mom is correct bc he was definitely open on every play like she tells us on the twitters.
5:23:00 PM,NYRaider,Ahh ****,20,Ahh ****
5:24:00 PM,MacRed,  B. Golan said:       Like that touchdown?    Click to expand...    ,20,
5:24:00 PM,Whiterock H0rn,Can’t afford to lose JH.,20,Can’t afford to lose JH.
5:24:00 PM,Froda,Every senior we have will be hurt this game apparently. It’s incredible,20,Every senior we have will be hurt this game apparently. It’s incredible
5:24:00 PM,J. Ramirez,"Gingerly walking off, not putting much weight on the right leg",20,"Gingerly walking off, not putting much weight on the right leg"
5:24:00 PM,MJRaider,Snakebit always,20,Snakebit always
5:25:00 PM,AustinRaider6,Fvck.  Losing Rabbit and Hutchings before UT week would be a huge kick in the nuts,20,Fvck. Losing Rabbit and Hutchings before UT week would be a huge kick in the nuts
5:25:00 PM,chaseallen_44,  CumberlandBlues said:       Brown is better than Bradley.    Click to expand...  Other than the 4 flash plays Bradley has had this season (huge ones tbh) this is true.,20,Other than the 4 flash plays Bradley has had this season (huge ones tbh) this is true.
5:25:00 PM,euhernan,Not Boog...  not like this 😢,20,Not Boog... not like this 😢
5:25:00 PM,jopritch,F*ck UCF. Let’s knock some of their guys out.,20,F*ck UCF. Let’s knock some of their guys out.
5:25:00 PM,Centex48,"  J. Ramirez said:       Good to see the offense opening up a bit, I know you running the ball truthers must be in hell right now but damn it the pass is finally working    Click to expand...  I prefer a passing offense, but I prefer handing it off to our best player if our passing game exclusively consists of WR screens & an occasional quick slant.   Throwing the ball downfield and across the middle like we’re used to seeing as Tech fans has been beautiful so far. Keep it up.",20,"I prefer a passing offense, but I prefer handing it off to our best player if our passing game exclusively consists of WR screens & an occasional quick slant. Throwing the ball downfield and across the middle like we’re used to seeing as Tech fans has been beautiful so far. Keep it up."
5:25:00 PM,TechFan88,  J. Ramirez said:       Jaylon Hutchings slow to get up    Click to expand...  13 for Tech got thrown or pushed into his leg,20,13 for Tech got thrown or pushed into his leg
5:25:00 PM,B. Golan,"  AustinRaider6 said:       Because he was forced to play his best QB on the roster due to injury.  God awful talent evaluation not having Morton start since game 1.  Probably cost us 2-3 games.   That play was all QB making things happen.  Not OC scheme.  I know you have a Kittley crush but be honest about that last one.    Click to expand...  So when Xavier White drops a wide open 1st down and Tech turns it over it’s on ZK but when Tech scores he gets none of the credit? Interesting   All good tho, go win this game and I’ll be down to go back and forth after.   Fun game so far. Gonna be really cold here soon.    ",20,"So when Xavier White drops a wide open 1st down and Tech turns it over it’s on ZK but when Tech scores he gets none of the credit? Interesting All good tho, go win this game and I’ll be down to go back and forth after. Fun game so far. Gonna be really cold here soon."
5:26:00 PM,J. Apodaca,i cant wait for aj mccarty to be a starter,20,i cant wait for aj mccarty to be a starter
5:26:00 PM,J. Ramirez,Really Shad,20,Really Shad
5:26:00 PM,jopritch,GODD*MNIT RAYSHAD!!!!,21,GODD*MNIT RAYSHAD!!!!
5:26:00 PM,GunsUp5,How do you drop that…,21,How do you drop that…
5:26:00 PM,Mika28,  MacRed said:       Behren Morton is back    Click to expand...  Such bad luck... SMDH.,21,Such bad luck... SMDH.
5:27:00 PM,DWDJR,CATCH THE DAMN PICK,21,CATCH THE DAMN PICK
5:27:00 PM,TechFan88,I say we help rest Morton's arm by getting Brooks more carries.,21,I say we help rest Morton's arm by getting Brooks more carries.
5:27:00 PM,NYRaider,That’s the third or fourth Rayshad’s dropped this year.,21,That’s the third or fourth Rayshad’s dropped this year.
5:27:00 PM,Centex48,We drop more extremely easy INTs than any other team in America.,21,We drop more extremely easy INTs than any other team in America.
5:27:00 PM,raiderfan77,That pick would have been huge!,21,That pick would have been huge!
5:27:00 PM,mxraider,  RaiderRam said:       Post less keyboard warrior. We’ve been playing really well on O the whole game.    Click to expand...     ,21,
5:27:00 PM,OGRaiderRed,Just two more passes in the hands of our DBs before we will catch one!,21,Just two more passes in the hands of our DBs before we will catch one!
5:27:00 PM,jbryanford,Oh man... that was the turnover chance.... would have been huge momentum and now lost....,21,Oh man... that was the turnover chance.... would have been huge momentum and now lost....
5:27:00 PM,techsan111,Bench 0 if they score here,21,Bench 0 if they score here
5:28:00 PM,Path Man,  DWDJR said:       CATCH THE DAMN PICK    Click to expand...  Dropping that a game changer,21,Dropping that a game changer
5:28:00 PM,DWDJR,We aren’t good enough to create multiple plays to get off the field. We got our one and missed it. Brutal. Just hopefully they score fast enough to where we can score again and not still be chasing after halftime.,21,We aren’t good enough to create multiple plays to get off the field. We got our one and missed it. Brutal. Just hopefully they score fast enough to where we can score again and not still be chasing after halftime.
5:28:00 PM,Tortilla_Lord,Pierre has no clue what he’s doing,21,Pierre has no clue what he’s doing
5:28:00 PM,Froda,That’s the kind of missed play that puts you down 21-14. And another injury. Incredible we can be hurt this often.,21,That’s the kind of missed play that puts you down 21-14. And another injury. Incredible we can be hurt this often.
5:28:00 PM,kdixon81,Just terrible football not coming up with that gift.  Terrible,21,Just terrible football not coming up with that gift. Terrible
5:29:00 PM,jbryanford,Another CLEAR hold by 82 on that play...... CLEAR... not even close to not being a hold.....,21,Another CLEAR hold by 82 on that play...... CLEAR... not even close to not being a hold.....
5:29:00 PM,raiderfan77,Called incomplete but looks like a catch.  edit: came loose when he hit the ground. Incomplete.,21,Called incomplete but looks like a catch. edit: came loose when he hit the ground. Incomplete.
5:29:00 PM,OGRaiderRed,Bobbles it on the ground,21,Bobbles it on the ground
5:29:00 PM,J. Apodaca,Hutchings to the locker room.,21,Hutchings to the locker room.
5:29:00 PM,Time To Win,Last time we stopped a QB run Bill Parcells was our LBer coach.,21,Last time we stopped a QB run Bill Parcells was our LBer coach.
5:29:00 PM,redraider15,A missed gimme play is about to lead to 7 points for them. Cool.,21,A missed gimme play is about to lead to 7 points for them. Cool.
5:29:00 PM,squirk,Complete?,21,Complete?
5:29:00 PM,J. Ramirez,"Ben Roberts was getting looked at, now back in the defensive huddle",21,"Ben Roberts was getting looked at, now back in the defensive huddle"
5:29:00 PM,mxraider,The team.   Defense goes soft everytime the offense does something.  The offense does nothing when the defense plays lights out.,21,The team. Defense goes soft everytime the offense does something. The offense does nothing when the defense plays lights out.
5:30:00 PM,GunsUp5,This is what happens when you don’t complete a pick that was gift wrapped.  Now fixing to give up a TD now,21,This is what happens when you don’t complete a pick that was gift wrapped. Now fixing to give up a TD now
5:30:00 PM,TechFan88,Ball bobbles when he hits the ground,21,Ball bobbles when he hits the ground
5:30:00 PM,NYRaider,Dunlap and Williams not finishing plays are killing us this drive.,21,Dunlap and Williams not finishing plays are killing us this drive.
5:30:00 PM,jbryanford,That ball moved when the point hit the ground also.... there is an angle.... these guys suck,21,That ball moved when the point hit the ground also.... there is an angle.... these guys suck
5:30:00 PM,Bettycawkder,It's a catch. Let's get this over with. Hold em to 3.,21,It's a catch. Let's get this over with. Hold em to 3.
5:30:00 PM,J. Apodaca,  DWDJR said:       We’ve crossed the UCF 35 every drive. Offense is humming and two stupid mistakes by the players are the only reason its not 28.  Now figure out the rest. Special teams been bad. Defense been not great.    Click to expand...  Eckel rate at 100% is usually good.,21,Eckel rate at 100% is usually good.
5:30:00 PM,Red Raidz,  techsan111 said:       Bench 0 if they score here    Click to expand...  They will. Rabbit did this same thing to us against TCU and every drive he dropped an int (which he did 2 or 3 times) led to points for TCU.,21,They will. Rabbit did this same thing to us against TCU and every drive he dropped an int (which he did 2 or 3 times) led to points for TCU.
5:31:00 PM,TTU15Fan,"  jbryanford said:       Another CLEAR hold by 82 on that play...... CLEAR... not even close to not being a hold.....    Click to expand...  It’s happened several times, egregious holds.",21,"It’s happened several times, egregious holds."
5:32:00 PM,TechFan88,Ball is moving in hands when he's dragging toe. It moves when he hits ground.,21,Ball is moving in hands when he's dragging toe. It moves when he hits ground.
5:32:00 PM,deadring,good break there.,21,good break there.
5:32:00 PM,mxraider,Holy shit. 3 reviews going our way on the same game…,21,Holy shit. 3 reviews going our way on the same game…
5:32:00 PM,Bettycawkder,You're welcome.,21,You're welcome.
5:32:00 PM,DWDJR,This is a gift. I have no idea how this isn’t a catch.,21,This is a gift. I have no idea how this isn’t a catch.
5:32:00 PM,NYRaider,Malzahn with a super beta “bull crap” after that call.,21,Malzahn with a super beta “bull crap” after that call.
5:32:00 PM,Guardians4312,UCF got absolutely fvcked there. Karma coming back for Oregon,22,UCF got absolutely fvcked there. Karma coming back for Oregon
5:32:00 PM,MacRed,Malzahn out here making death threats to the refs,22,Malzahn out here making death threats to the refs
5:32:00 PM,chaseallen_44,lmao,22,lmao
5:32:00 PM,OGRaiderRed,Get fvcked Gus,22,Get fvcked Gus
5:32:00 PM,jbryanford,Is there a bigger P&^SSY acting whiny coach on teh sideline than Gus? What a piece of shite...,22,Is there a bigger P&^SSY acting whiny coach on teh sideline than Gus? What a piece of shite...
5:32:00 PM,GunsUp5,TACKLE!!!!,22,TACKLE!!!!
5:32:00 PM,MJRaider,"God, our corners are so damn soft.",22,"God, our corners are so damn soft."
5:33:00 PM,mxraider,"Hahaha, should have been a 2 yard loss, ends up a 10 yard gain.",22,"Hahaha, should have been a 2 yard loss, ends up a 10 yard gain."
5:33:00 PM,chaseallen_44,Jfc this defense man.,22,Jfc this defense man.
5:33:00 PM,Time To Win,Lost control briefly when he was hit.,22,Lost control briefly when he was hit.
5:33:00 PM,DWDJR,Wish we didn’t let that time run off there,22,Wish we didn’t let that time run off there
5:33:00 PM,KRaider,  DWDJR said:       We’ve crossed the UCF 35 every drive. Offense is humming and two stupid mistakes by the players are the only reason its not 28.    Click to expand...  Two stupid mistakes by the coaches are the only reason it's not 20.,22,Two stupid mistakes by the coaches are the only reason it's not 20.
5:33:00 PM,NJRaider,Cant tackle,22,Cant tackle
5:34:00 PM,deadring,great throw,22,great throw
5:34:00 PM,MJRaider,Rashad should be retired.,22,Rashad should be retired.
5:34:00 PM,TechRocks,"Man, Rayshad really wish you would have caught the pass thrown directly to you.",22,"Man, Rayshad really wish you would have caught the pass thrown directly to you."
5:34:00 PM,Centex48,Obvious hold… again.   Also this pass rush is embarrassing.,22,Obvious hold… again. Also this pass rush is embarrassing.
5:34:00 PM,Tortilla_Lord,Pass rush makes me wanna puke.,22,Pass rush makes me wanna puke.
5:34:00 PM,Guardians4312,Holy missed hold my god,22,Holy missed hold my god
5:34:00 PM,DWDJR,Our spy’s are useless. They are taking dogshit angles every single time.,22,Our spy’s are useless. They are taking dogshit angles every single time.
5:34:00 PM,AtlanticBeachRaider,Their OL is destroying us,22,Their OL is destroying us
5:34:00 PM,jbryanford,Every time they actually pass the ball.... it really is the wrong play call on their part.,22,Every time they actually pass the ball.... it really is the wrong play call on their part.
5:34:00 PM,raiderfan77,Wish someone would lay the wood when Plumlee runs up the middle and not slide.,22,Wish someone would lay the wood when Plumlee runs up the middle and not slide.
5:35:00 PM,NJRaider,Malzahn looks and acts like a a less sweaty Fatterson.,22,Malzahn looks and acts like a a less sweaty Fatterson.
5:35:00 PM,Used2BScooterTX,I’m glad we’re utilizing a spy. Got to make the quarterback take one step to his left to pick up a first down.,22,I’m glad we’re utilizing a spy. Got to make the quarterback take one step to his left to pick up a first down.
5:35:00 PM,mxraider,JM trying to relive the ending of the KU game but is forgetting he’s no playing  a true freshmen QB this week.    ,22,JM trying to relive the ending of the KU game but is forgetting he’s no playing a true freshmen QB this week.
5:35:00 PM,txtechx,Did 23 we really call a timeout there?,22,Did 23 we really call a timeout there?
5:35:00 PM,Froda,I feel we must be the most held team. No way we are this bad at rushing the passer.,22,I feel we must be the most held team. No way we are this bad at rushing the passer.
5:35:00 PM,applejax,"Defense sucks! But offense, can’t say much more for! Just so bad!",22,"Defense sucks! But offense, can’t say much more for! Just so bad!"
5:36:00 PM,J. Ramirez,"If Roberts and Ramirez are seriously hurt, you’re basically being forced into playing Rodriguez next week Id imagine",22,"If Roberts and Ramirez are seriously hurt, you’re basically being forced into playing Rodriguez next week Id imagine"
5:36:00 PM,speedee71,"  MJRaider said:       God, our corners are so damn soft.    Click to expand...  Dunlap is worthless.",22,Dunlap is worthless.
5:36:00 PM,Dabox23,Our LBs have some of the worst awareness and angles.  😡,22,Our LBs have some of the worst awareness and angles. 😡
5:36:00 PM,TechRocks,Lots of missed tackles by our defense,22,Lots of missed tackles by our defense
5:36:00 PM,J25TxTech,"If they run it, we have a chance to run out the clock. Gotta get a sack here",22,"If they run it, we have a chance to run out the clock. Gotta get a sack here"
5:36:00 PM,Bluefalcon69,"it’s first down coach, dumb dumb, why are you calling a timeout?",22,"it’s first down coach, dumb dumb, why are you calling a timeout?"
5:36:00 PM,wreckemtech5,I about spit out my beer when the announcer said tech called the time out but thankfully he was wrong,22,I about spit out my beer when the announcer said tech called the time out but thankfully he was wrong
5:36:00 PM,DWDJR,I really don’t like how we have managed the clock this drive.,22,I really don’t like how we have managed the clock this drive.
5:36:00 PM,Froda,  txtechx said:       Did really call a timeout there?    Click to expand...  Second timeout makes no sense.,22,Second timeout makes no sense.
5:37:00 PM,TechFan88,"  raiderfan77 said:       Wish someone would lay the wood when Plumlee runs up the middle and not slide.    Click to expand...  Wish Baskerville would Slay, Plumlee.",22,"Wish Baskerville would Slay, Plumlee."
5:37:00 PM,tblackshear22,I still can’t believe we dropped that interception,22,I still can’t believe we dropped that interception
5:37:00 PM,chaseallen_44,  DWDJR said:       Our spy’s are useless. They are taking dogshit angles every single time.    Click to expand...  I think they’re just slow tbh.,23,I think they’re just slow tbh.
5:37:00 PM,Bluefalcon69,"  J25TxTech said:       If they run it, we have a chance to run out the clock. Gotta get a sack here    Click to expand...   no, we keep calling timeouts",23,"no, we keep calling timeouts"
5:37:00 PM,squirk,Defense is softer than baby shit tonight.,23,Defense is softer than baby shit tonight.
5:37:00 PM,TechRocks,  speedee71 said:       Dunlap is worthless.    Click to expand...   Not a cover corner. Too slow,23,Not a cover corner. Too slow
5:37:00 PM,raiderlex,The amount of missed tackles is just laughable.,23,The amount of missed tackles is just laughable.
5:38:00 PM,mxraider,Our DL get home on time about as often as a senior on homecoming night,23,Our DL get home on time about as often as a senior on homecoming night
5:38:00 PM,J. Ramirez,BAHAHAHAHAHA,23,BAHAHAHAHAHA
5:38:00 PM,raiderfan77,Awesome! Hell of a stop…LOL.,23,Awesome! Hell of a stop…LOL.
5:38:00 PM,Froda,"  Bluefalcon69 said:       no, we keep calling timeouts    Click to expand...  We didn’t call that timeout.",23,We didn’t call that timeout.
5:38:00 PM,Path Man,"Wow, what a break!",23,"Wow, what a break!"
5:38:00 PM,ttuboat,Thanks Gus you dumbfvck 😂,23,Thanks Gus you dumbfvck 😂
5:38:00 PM,deadring,lol idiots,23,lol idiots
5:38:00 PM,NYRaider,I’m never going to complain about our staff again after seeing that dumpster fire from UCF. Holy crap.,23,I’m never going to complain about our staff again after seeing that dumpster fire from UCF. Holy crap.
5:38:00 PM,Centex48,We got so lucky they called a dumb play there. Insanely lucky.,23,We got so lucky they called a dumb play there. Insanely lucky.
5:38:00 PM,MJRaider,LOL WUT,23,LOL WUT
5:38:00 PM,DWDJR,Lucky as hell to get in there at 14-14. Gus just gave us such a gift. They better have some massive defensive adjustments up their sleeve because this is going to be an L if they don’t.,23,Lucky as hell to get in there at 14-14. Gus just gave us such a gift. They better have some massive defensive adjustments up their sleeve because this is going to be an L if they don’t.
5:38:00 PM,MacRed,Lol wowwww…. Gus misjudged that one,23,Lol wowwww…. Gus misjudged that one
5:38:00 PM,redraider2007,Thank you Gus Malzhan 😂,23,Thank you Gus Malzhan 😂
5:39:00 PM,jopritch,HAHAHAHAHA WHAT TERRIBLE CLOCK PLAY CALLING AND CLOCK MANAGEMENT!!!!,23,HAHAHAHAHA WHAT TERRIBLE CLOCK PLAY CALLING AND CLOCK MANAGEMENT!!!!
5:39:00 PM,techsan111,UCF coaches showing Tech how incompetence is really done lmao,23,UCF coaches showing Tech how incompetence is really done lmao
5:39:00 PM,Bettycawkder,   ,23,
5:39:00 PM,chaseallen_44,😂😂😂😂😂😂,23,😂😂😂😂😂😂
5:39:00 PM,CumberlandBlues,Mahlzahn is still a fvcking idiot lol.,23,Mahlzahn is still a fvcking idiot lol.
5:39:00 PM,Rolf C,Halftime!!!! Eat that UCF!!!!,23,Halftime!!!! Eat that UCF!!!!
5:39:00 PM,Froda,Haha. Awesome.,23,Haha. Awesome.
5:39:00 PM,TechFan88,Good job hitting/ kicking the ball around defense players lol,23,Good job hitting/ kicking the ball around defense players lol
5:39:00 PM,B. Golan,"What a huge swing of momentum, from potentially down 7 or 3 to still tied. Makes up for one of Tech’s early turnover on downs. Tech gets the ball. Really nice finish there",23,"What a huge swing of momentum, from potentially down 7 or 3 to still tied. Makes up for one of Tech’s early turnover on downs. Tech gets the ball. Really nice finish there"
5:39:00 PM,OGRaiderRed,Hahaha wow that was stupid. So many embarrassing decisions in this game,23,Hahaha wow that was stupid. So many embarrassing decisions in this game
5:39:00 PM,txtechx,huge stop,23,huge stop
5:39:00 PM,jclarktt,Love the way that half ended     ,23,Love the way that half ended
5:39:00 PM,J25TxTech,Whew!!!! Never knew the end of a half could be so dang exciting.,23,Whew!!!! Never knew the end of a half could be so dang exciting.
5:39:00 PM,mxraider,Hahahahahhahahah  Gus goes brain dead…hahahahahahajjaha,23,Hahahahahhahahah Gus goes brain dead…hahahahahahajjaha
5:39:00 PM,GunsUp5,How stupid is UCF!?,23,How stupid is UCF!?
5:39:00 PM,GrimTrader,Bad decision by UCF there but helluva job by the defense.,23,Bad decision by UCF there but helluva job by the defense.
5:39:00 PM,Dabox23,And that's why Gus isn't at Auburn.   Let’s start strong in the 2nd half and win!,23,And that's why Gus isn't at Auburn. Let’s start strong in the 2nd half and win!
5:39:00 PM,A. Dickens,Man. Gus. What the hell was that?,23,Man. Gus. What the hell was that?
5:39:00 PM,SoCal Raider,Humongous choke by UCF!,23,Humongous choke by UCF!
5:39:00 PM,frostyraider510,Hahaha L Malzahn!,23,Hahaha L Malzahn!
5:40:00 PM,DWDJR,Every “we are getting out coached” comment is null and void. Holy hell Gus that was some stupid ass shit right there.,23,Every “we are getting out coached” comment is null and void. Holy hell Gus that was some stupid ass shit right there.
5:40:00 PM,Froda,Really screwed up calling their last timeout after a first down. Dumb dumb dumb.,23,Really screwed up calling their last timeout after a first down. Dumb dumb dumb.
5:40:00 PM,MJRaider,  Dabox23 said:       And that's why Gus isn't at Auburn.  Let’s start strong in the 2nd half and win!    Click to expand...  Auburn is trailing New Mexico St 24-7 FWIW,24,Auburn is trailing New Mexico St 24-7 FWIW
5:40:00 PM,jbryanford,Gus deserves all the bad in game karma for all the ahole behavior he does every damn game... he was the same POS at Auburn when coaching.   Zero control over his emotions. Just has never grown up.,24,Gus deserves all the bad in game karma for all the ahole behavior he does every damn game... he was the same POS at Auburn when coaching. Zero control over his emotions. Just has never grown up.
5:41:00 PM,Hub-City-Hero,Haven't checked in on this thread yet.  I trust we're all getting along?,24,Haven't checked in on this thread yet. I trust we're all getting along?
5:41:00 PM,Centex48,"UCF failing to get points there makes Tech’s first turnover on downs a wash. Tied game, getting the ball first after half.   Keep running the same offense and win this thing.",24,"UCF failing to get points there makes Tech’s first turnover on downs a wash. Tied game, getting the ball first after half. Keep running the same offense and win this thing."
5:41:00 PM,TTwin,Well.  We aren't losing,24,Well. We aren't losing
5:41:00 PM,DWDJR,Score coming out of half and make them feel the game pressure of chasing in a shoot out. Let’s go.,24,Score coming out of half and make them feel the game pressure of chasing in a shoot out. Let’s go.
5:41:00 PM,Dabox23,  Hub-City-Hero said:       Haven't checked in on this thread yet.  I trust we're all getting along?    Click to expand...  Ignore about 20 pages. 🙃,24,Ignore about 20 pages. 🙃
5:41:00 PM,Bettycawkder,Now what will the offense do on the first drive?🙂,24,Now what will the offense do on the first drive?🙂
5:42:00 PM,jopritch,Decisions like that are why Gus didn’t work out at Auburn.,24,Decisions like that are why Gus didn’t work out at Auburn.
5:42:00 PM,TechFan88,  MJRaider said:       Auburn is trailing New Mexico St 24-7 FWIW    Click to expand...     ,24,
5:42:00 PM,AustinRaider6,I’m still mad about that dropped pick.  Likely points,24,I’m still mad about that dropped pick. Likely points
5:42:00 PM,Estebanito,Thank god we’re playing a shitty team,24,Thank god we’re playing a shitty team
5:42:00 PM,KRaider,  TTwin said:       Well.  We aren't losing    Click to expand...  Only because it's UCF. We gonna have our doo-doo pushed in by the Longhorns on Friday.,24,Only because it's UCF. We gonna have our doo-doo pushed in by the Longhorns on Friday.
5:42:00 PM,J25TxTech,"  Bluefalcon69 said:       no, we keep calling timeouts    Click to expand...  We literally called one right before they snapped it to get out guys a break.",24,We literally called one right before they snapped it to get out guys a break.
5:42:00 PM,Rover82,Auburn about to lose to New Mexico State!,24,Auburn about to lose to New Mexico State!
5:43:00 PM,Dabox23,  KRaider said:       Only because it's UCF. We gonna have our doo-doo pushed in by the Longhorns.    Click to expand...  Maybe Ewers gets injured against ISU.,24,Maybe Ewers gets injured against ISU.
5:43:00 PM,GrimTrader,"  Centex48 said:       UCF failing to get points there makes Tech’s first turnover on downs a wash. Tied game, getting the ball first after half.  Keep running the same offense and win this thing.    Click to expand...  We should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.",24,We should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.
5:43:00 PM,mxraider,  DWDJR said:       Every “we are getting out coached” comment is null and void. Holy hell Gus that was some stupid ass shit right there.    Click to expand...  We’ve officially reached equally coached status….,24,We’ve officially reached equally coached status….
5:45:00 PM,Dabox23,  mxraider said:       We’ve officially reached equally coached status….    Click to expand...  Now to keep trending in the opposite directions.,24,Now to keep trending in the opposite directions.
5:46:00 PM,Centex48,  GrimTrader said:       We should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.    Click to expand...  I’ve been watching Tech too long to believe this will happen.,24,I’ve been watching Tech too long to believe this will happen.
5:47:00 PM,GrimTrader,  Centex48 said:       I’ve been watching Tech too long to believe this will happen.    Click to expand...    ,24,
5:48:00 PM,DWDJR,  AustinRaider6 said:       I’m still mad about that dropped pick.  Likely points    Click to expand...  100%. We’d have the lead.,24,100%. We’d have the lead.
5:48:00 PM,SoCal Raider,  MJRaider said:       Auburn is trailing New Mexico St 24-7 FWIW    Click to expand...  The great almighty SEC....Good Lord!,24,The great almighty SEC....Good Lord!
5:48:00 PM,BroadwayBum,This broadcast has been dogshit. No down and distance showing some times and just guessing who’s taking timeouts instead of just watching the refs.   Fox needs to stop worrying about cartoon logos on their graphics and start worrying about more important shit.,24,This broadcast has been dogshit. No down and distance showing some times and just guessing who’s taking timeouts instead of just watching the refs. Fox needs to stop worrying about cartoon logos on their graphics and start worrying about more important shit.
5:48:00 PM,ttu_porters,"Gus with the gift on that boneheaded execution, now let’s take the kickoff, score and shut down UCF",24,"Gus with the gift on that boneheaded execution, now let’s take the kickoff, score and shut down UCF"
5:48:00 PM,DWDJR,  GrimTrader said:       We should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.    Click to expand...  I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.,24,I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.
5:50:00 PM,TTUGrad08,  MJRaider said:       Auburn is trailing New Mexico St 24-7 FWIW    Click to expand...  Jerry Kill is a hell of a coach. Sucks he has to deal with health issues.,24,Jerry Kill is a hell of a coach. Sucks he has to deal with health issues.
5:50:00 PM,PickSix02,Hopefully Rabbit is back.,24,Hopefully Rabbit is back.
5:50:00 PM,CYoung512,  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...  They desperately need an actual turnover.,24,They desperately need an actual turnover.
5:50:00 PM,chaseallen_44,  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...  Yeah they’ve given up over 300 yards already.,24,Yeah they’ve given up over 300 yards already.
5:51:00 PM,koman1,Nice to see another coach screw up  Thanks Malzahn.,24,Nice to see another coach screw up Thanks Malzahn.
5:52:00 PM,TechRocks,"  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...   We were fortunate. Gus a bit too cute with his playcalling, figuring we were looking for the pass and so he goes with the run. Problem is that if he didn’t score on the run they were screwed.",24,"We were fortunate. Gus a bit too cute with his playcalling, figuring we were looking for the pass and so he goes with the run. Problem is that if he didn’t score on the run they were screwed."
5:53:00 PM,Bettycawkder,  GrimTrader said:       W  e should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.    Click to expand...  ,24,
5:53:00 PM,GrimTrader,  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...  Nearly got an interception and at worse they still held them to a FG that drive. UCF has a good offense so 14 or 17 points isn't a terrible first half. It's not quite as good as normal but they have settled down a bit. Remember one of those TDs is more a special teams TD than a defensive one.,24,Nearly got an interception and at worse they still held them to a FG that drive. UCF has a good offense so 14 or 17 points isn't a terrible first half. It's not quite as good as normal but they have settled down a bit. Remember one of those TDs is more a special teams TD than a defensive one.
5:54:00 PM,J. Ramirez,"Really liking what I'm seeing from the offense tonight, I think Tahj will still get his opportunities without a doubt, but it is important that the passing game is clicking.  Defensively, there's just been a huge fluctuation in between good and bad but the stops have come at good times and thanks to Malzahn this game is still tied.  If there is one thing I'm really worried about it's Rabbit and Boog, absolutely cannot afford to lose either of them tonight and looking forward.",24,"Really liking what I'm seeing from the offense tonight, I think Tahj will still get his opportunities without a doubt, but it is important that the passing game is clicking. Defensively, there's just been a huge fluctuation in between good and bad but the stops have come at good times and thanks to Malzahn this game is still tied. If there is one thing I'm really worried about it's Rabbit and Boog, absolutely cannot afford to lose either of them tonight and looking forward."
5:55:00 PM,DCSteveJ913,  koman1 said:       Thanks Malzahn.    Click to expand...    ,24,
5:55:00 PM,aliefallstar,Fortunate to be tied. Let’s capitalize,24,Fortunate to be tied. Let’s capitalize
