time_element,username,post_text,thread_page
5:36 PM,Dabox23,Our LBs have some of the worst awareness and angles.  😡,22
5:36 PM,TechRocks,Lots of missed tackles by our defense,22
5:36 PM,J25TxTech,"If they run it, we have a chance to run out the clock. Gotta get a sack here",22
5:36 PM,Bluefalcon69,"it’s first down coach, dumb dumb, why are you calling a timeout?",22
5:36 PM,wreckemtech5,I about spit out my beer when the announcer said tech called the time out but thankfully he was wrong,22
5:36 PM,DWDJR,I really don’t like how we have managed the clock this drive.,22
5:36 PM,Froda,  txtechx said:       Did really call a timeout there?    Click to expand...  Second timeout makes no sense.,22
5:37 PM,TechFan88,"  raiderfan77 said:       Wish someone would lay the wood when Plumlee runs up the middle and not slide.    Click to expand...  Wish Baskerville would Slay, Plumlee.",22
5:37 PM,tblackshear22,I still can’t believe we dropped that interception,22
5:37 PM,chaseallen_44,  DWDJR said:       Our spy’s are useless. They are taking dogshit angles every single time.    Click to expand...  I think they’re just slow tbh.,23
5:37 PM,Bluefalcon69,"  J25TxTech said:       If they run it, we have a chance to run out the clock. Gotta get a sack here    Click to expand...   no, we keep calling timeouts",23
5:37 PM,squirk,Defense is softer than baby shit tonight.,23
5:37 PM,TechRocks,  speedee71 said:       Dunlap is worthless.    Click to expand...   Not a cover corner. Too slow,23
5:37 PM,raiderlex,The amount of missed tackles is just laughable.,23
5:38 PM,mxraider,Our DL get home on time about as often as a senior on homecoming night,23
5:38 PM,J. Ramirez,BAHAHAHAHAHA,23
5:38 PM,raiderfan77,Awesome! Hell of a stop…LOL.,23
5:38 PM,Froda,"  Bluefalcon69 said:       no, we keep calling timeouts    Click to expand...  We didn’t call that timeout.",23
5:38 PM,Path Man,"Wow, what a break!",23
5:38 PM,ttuboat,Thanks Gus you dumbfvck 😂,23
5:38 PM,deadring,lol idiots,23
5:38 PM,NYRaider,I’m never going to complain about our staff again after seeing that dumpster fire from UCF. Holy crap.,23
5:38 PM,Centex48,We got so lucky they called a dumb play there. Insanely lucky.,23
5:38 PM,MJRaider,LOL WUT,23
5:38 PM,DWDJR,Lucky as hell to get in there at 14-14. Gus just gave us such a gift. They better have some massive defensive adjustments up their sleeve because this is going to be an L if they don’t.,23
5:38 PM,MacRed,Lol wowwww…. Gus misjudged that one,23
5:38 PM,redraider2007,Thank you Gus Malzhan 😂,23
5:39 PM,jopritch,HAHAHAHAHA WHAT TERRIBLE CLOCK PLAY CALLING AND CLOCK MANAGEMENT!!!!,23
5:39 PM,techsan111,UCF coaches showing Tech how incompetence is really done lmao,23
5:39 PM,Bettycawkder,   ,23
5:39 PM,chaseallen_44,😂😂😂😂😂😂,23
5:39 PM,CumberlandBlues,Mahlzahn is still a fvcking idiot lol.,23
5:39 PM,Rolf C,Halftime!!!! Eat that UCF!!!!,23
5:39 PM,Froda,Haha. Awesome.,23
5:39 PM,TechFan88,Good job hitting/ kicking the ball around defense players lol,23
5:39 PM,B. Golan,"What a huge swing of momentum, from potentially down 7 or 3 to still tied. Makes up for one of Tech’s early turnover on downs. Tech gets the ball. Really nice finish there",23
5:39 PM,OGRaiderRed,Hahaha wow that was stupid. So many embarrassing decisions in this game,23
5:39 PM,txtechx,huge stop,23
5:39 PM,jclarktt,Love the way that half ended     ,23
5:39 PM,J25TxTech,Whew!!!! Never knew the end of a half could be so dang exciting.,23
5:39 PM,mxraider,Hahahahahhahahah  Gus goes brain dead…hahahahahahajjaha,23
5:39 PM,GunsUp5,How stupid is UCF!?,23
5:39 PM,GrimTrader,Bad decision by UCF there but helluva job by the defense.,23
5:39 PM,Dabox23,And that's why Gus isn't at Auburn.   Let’s start strong in the 2nd half and win!,23
5:39 PM,A. Dickens,Man. Gus. What the hell was that?,23
5:39 PM,SoCal Raider,Humongous choke by UCF!,23
5:39 PM,frostyraider510,Hahaha L Malzahn!,23
5:40 PM,DWDJR,Every “we are getting out coached” comment is null and void. Holy hell Gus that was some stupid ass shit right there.,23
5:40 PM,Froda,Really screwed up calling their last timeout after a first down. Dumb dumb dumb.,23
5:40 PM,MJRaider,  Dabox23 said:       And that's why Gus isn't at Auburn.  Let’s start strong in the 2nd half and win!    Click to expand...  Auburn is trailing New Mexico St 24-7 FWIW,24
5:40 PM,jbryanford,Gus deserves all the bad in game karma for all the ahole behavior he does every damn game... he was the same POS at Auburn when coaching.   Zero control over his emotions. Just has never grown up.,24
5:41 PM,Hub-City-Hero,Haven't checked in on this thread yet.  I trust we're all getting along?,24
5:41 PM,Centex48,"UCF failing to get points there makes Tech’s first turnover on downs a wash. Tied game, getting the ball first after half.   Keep running the same offense and win this thing.",24
5:41 PM,TTwin,Well.  We aren't losing,24
5:41 PM,DWDJR,Score coming out of half and make them feel the game pressure of chasing in a shoot out. Let’s go.,24
5:41 PM,Dabox23,  Hub-City-Hero said:       Haven't checked in on this thread yet.  I trust we're all getting along?    Click to expand...  Ignore about 20 pages. 🙃,24
5:41 PM,Bettycawkder,Now what will the offense do on the first drive?🙂,24
5:42 PM,jopritch,Decisions like that are why Gus didn’t work out at Auburn.,24
5:42 PM,TechFan88,  MJRaider said:       Auburn is trailing New Mexico St 24-7 FWIW    Click to expand...     ,24
5:42 PM,AustinRaider6,I’m still mad about that dropped pick.  Likely points,24
5:42 PM,Estebanito,Thank god we’re playing a shitty team,24
5:42 PM,KRaider,  TTwin said:       Well.  We aren't losing    Click to expand...  Only because it's UCF. We gonna have our doo-doo pushed in by the Longhorns on Friday.,24
5:42 PM,J25TxTech,"  Bluefalcon69 said:       no, we keep calling timeouts    Click to expand...  We literally called one right before they snapped it to get out guys a break.",24
5:42 PM,Rover82,Auburn about to lose to New Mexico State!,24
5:43 PM,Dabox23,  KRaider said:       Only because it's UCF. We gonna have our doo-doo pushed in by the Longhorns.    Click to expand...  Maybe Ewers gets injured against ISU.,24
5:43 PM,GrimTrader,"  Centex48 said:       UCF failing to get points there makes Tech’s first turnover on downs a wash. Tied game, getting the ball first after half.  Keep running the same offense and win this thing.    Click to expand...  We should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.",24
5:43 PM,mxraider,  DWDJR said:       Every “we are getting out coached” comment is null and void. Holy hell Gus that was some stupid ass shit right there.    Click to expand...  We’ve officially reached equally coached status….,24
5:45 PM,Dabox23,  mxraider said:       We’ve officially reached equally coached status….    Click to expand...  Now to keep trending in the opposite directions.,24
5:46 PM,Centex48,  GrimTrader said:       We should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.    Click to expand...  I’ve been watching Tech too long to believe this will happen.,24
5:47 PM,GrimTrader,  Centex48 said:       I’ve been watching Tech too long to believe this will happen.    Click to expand...    ,24
5:48 PM,DWDJR,  AustinRaider6 said:       I’m still mad about that dropped pick.  Likely points    Click to expand...  100%. We’d have the lead.,24
5:48 PM,SoCal Raider,  MJRaider said:       Auburn is trailing New Mexico St 24-7 FWIW    Click to expand...  The great almighty SEC....Good Lord!,24
5:48 PM,BroadwayBum,This broadcast has been dogshit. No down and distance showing some times and just guessing who’s taking timeouts instead of just watching the refs.   Fox needs to stop worrying about cartoon logos on their graphics and start worrying about more important shit.,24
5:48 PM,ttu_porters,"Gus with the gift on that boneheaded execution, now let’s take the kickoff, score and shut down UCF",24
5:48 PM,DWDJR,  GrimTrader said:       We should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.    Click to expand...  I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.,24
5:50 PM,TTUGrad08,  MJRaider said:       Auburn is trailing New Mexico St 24-7 FWIW    Click to expand...  Jerry Kill is a hell of a coach. Sucks he has to deal with health issues.,24
5:50 PM,PickSix02,Hopefully Rabbit is back.,24
5:50 PM,CYoung512,  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...  They desperately need an actual turnover.,24
5:50 PM,chaseallen_44,  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...  Yeah they’ve given up over 300 yards already.,24
5:51 PM,koman1,Nice to see another coach screw up  Thanks Malzahn.,24
5:52 PM,TechRocks,"  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...   We were fortunate. Gus a bit too cute with his playcalling, figuring we were looking for the pass and so he goes with the run. Problem is that if he didn’t score on the run they were screwed.",24
5:53 PM,Bettycawkder,  GrimTrader said:       W  e should blow them out second half if we are being honest. Their defense is swiss cheese and our defense is starting to do what it always does.    Click to expand...  ,24
5:53 PM,GrimTrader,  DWDJR said:       I agree about our offense but not our defense. We are barely hanging on. That stop was a fluke.    Click to expand...  Nearly got an interception and at worse they still held them to a FG that drive. UCF has a good offense so 14 or 17 points isn't a terrible first half. It's not quite as good as normal but they have settled down a bit. Remember one of those TDs is more a special teams TD than a defensive one.,24
5:54 PM,J. Ramirez,"Really liking what I'm seeing from the offense tonight, I think Tahj will still get his opportunities without a doubt, but it is important that the passing game is clicking.  Defensively, there's just been a huge fluctuation in between good and bad but the stops have come at good times and thanks to Malzahn this game is still tied.  If there is one thing I'm really worried about it's Rabbit and Boog, absolutely cannot afford to lose either of them tonight and looking forward.",24
5:55 PM,DCSteveJ913,  koman1 said:       Thanks Malzahn.    Click to expand...    ,24
5:55 PM,aliefallstar,Fortunate to be tied. Let’s capitalize,24
5:55 PM,Whiterock H0rn,  BroadwayBum said:       This broadcast has been dogshit. No down and distance showing some times and just guessing who’s taking timeouts instead of just watching the refs.  Fox needs to stop worrying about cartoon logos on their graphics and start worrying about more important shit.    Click to expand...  It is as bad as I’ve seen. Add jumping back into plays late (after they start). Dog doodoo.,24
5:55 PM,ttu_porters,  Rover82 said:       Auburn about to lose to New Mexico State!    Click to expand...  I guess the Auburn gonna lose to the Aggies twice,24
5:56 PM,TechFan88,Brooks is averaging 12 yards a carry. But we only gave him the ball 6 times.  Time of possession  UCF 20:11 TTU 9:49  UCF - 47 offensive plays TTU - 26 offensive plays.  No wonder our defense is tired.,24
5:56 PM,DWDJR,  GrimTrader said:       Nearly got an interception and at worse they still held them to a FG that drive. UCF has a good offense so 14 or 17 points isn't a terrible first half. It's not quite as good as normal but they have settled down a bit. Remember one of those TDs is more a special teams TD than a defensive one.    Click to expand...  I will give you can blame one drive on special teams with the fake field goal but they are moving at will. We are losing at the line of scrimmage. And Boog and Rabbit both went out in that second quarter. There’s nothing that makes me think the defense is close to figuring it out this game. This is gonna turn into a shootout without wholesale adjustments.,25
5:56 PM,Froda,We’ve only run 26 plays. They have 47. And our defense is dropping like flies. We do have 253 yards on those 26 plays though. Hopefully we can force some 3 and outs or grab a turnover or 2 or we’re gonna wear down.,25
5:57 PM,mxraider,"If the current results around the BIGXII hold, and tech Pulls this out and KU and ISU win,  we enter the final game of the season with a chance to play in the CCG.",25
5:57 PM,CowtownRedRaider,McGuire has never been tied at half in his tenure at Tech??  ,25
5:57 PM,mxraider,  Froda said:       We’ve only run 26 plays. They have 47. And our defense is dropping like flies. We do have 253 yards on those 26 plays though. Hopefully we can force some 3 and outs or grab a turnover or 2 or we’re gonna wear down.    Click to expand...  Just score on the first drive and put some pressure on them.,25
5:58 PM,GrimTrader,  DWDJR said:       I will give you can blame one drive on special teams with the fake field goal but they are moving at will. We are losing at the line of scrimmage. And Boog and Rabbit both went out in that second quarter. There’s nothing that makes me think the defense is close to figuring it out this game. This is gonna turn into a shootout without wholesale adjustments.    Click to expand...  I don't judge this defense by yards given up anymore. It finds ways to get stops when it matters and despite allowing them to drive have found ways to limit them scoring.,25
5:59 PM,Bettycawkder,  mxraider said:       Just score on the first drive and put some pressure on them.    Click to expand...   That's a big ask,25
5:59 PM,TxTech08,  CowtownRedRaider said:       McGuire has never been tied at half in his tenure at Tech??   View embedded media   Click to expand...  Wat. Says he's 2-8.,25
6:01 PM,DWDJR,Never return kicks. Fair catch everything.,25
6:01 PM,DCSteveJ913,"  BroadwayBum said:       This broadcast has been dogshit. No down and distance showing some times and just guessing who’s taking timeouts instead of just watching the refs.  Fox needs to stop worrying about cartoon logos on their graphics and start worrying about more important shit.    Click to expand...  I listen to the game of the Varsity Network App LIVE | Brian, John and Chris take you Behind the Mic for Texas Tech and UCF. #WreckEm",25
6:01 PM,blackswarm93,More Tharp please,25
6:01 PM,Guardians4312,That’s gotta be like the 55th penalty on Loic on special teams right?,25
6:02 PM,ttu_porters,Thanks Louic,25
6:03 PM,NYRaider,Brady Boyd getting some run.,25
6:04 PM,NYRaider,We never score coming out of the half.,25
6:04 PM,MJRaider,Catch the GD ball  This team isn't good enough to take anything.,25
6:04 PM,wreckemtech5,Catch the ball,25
6:04 PM,DWDJR,Every single one of us knew this was a drive we absolutely had to have. Essentially a drive for the season with where we are at bowl wise.   Damn near a 3 and out,25
6:05 PM,OGRaiderRed,WRs/DBs don’t let the ball hit you on the hands and not catch it challenge: Impossible,25
6:05 PM,mxraider,  Bettycawkder said:       That's a big ask    Click to expand...  Indeed. Kittley refuses to score out of halftime. It’s to the point I don’t know why we defer.,25
6:05 PM,TTUfirebird2008,UCF is getting a lot of lucky breaks,25
6:05 PM,rimbo74,Kittley plans for 2 drives,25
6:05 PM,AustinRaider6,"I’m not a fan of Eakin from what I’ve seen.  He drops the ball all the time (and in very crucial positions/plays), hardly ever gets as many yards as he could, and is really soft on contact.  Maybe he will turn it around in the future.",25
6:05 PM,Tortilla_Lord,Hudson can’t get here soon enough. I don’t care to keep 3/4 of the current room.,25
6:05 PM,GrimTrader,The receivers have been garbage this year in terms of drops on third down.,25
6:05 PM,MJRaider,  DWDJR said:       Every single one of us knew this was a drive we absolutely had to have. Essentially a drive for the season with where we are at bowl wise.  Damn near a 3 and out    Click to expand...  Not good enough to take it as Level says.,25
6:05 PM,jbryanford,Players have to execute.... would have run on second down though... but gotta make that catch on third.,25
6:05 PM,B. Golan,Great punt to flip the field. Need a stop to get the ball back in favorable field position.,25
6:05 PM,chaseallen_44,The receivers have absolutely killed Tech tonight.,25
6:06 PM,CumberlandBlues,I’ve seen HS wideouts recently with better hands than our guys.,25
6:06 PM,TechRocks,3rd down drops on easy passes. Eakin with a big drop last week and again today.,25
6:06 PM,jbryanford,  GrimTrader said:       The receivers have been garbage this year in terms of drops on third down.    Click to expand...  Certainly not optimal at times.,25
6:06 PM,TxTech08,"  AustinRaider6 said:       I’m not a fan of Eakin from what I’ve seen.  He drops the ball all the time, hardly ever gets as many yards as he could on a play, and is really soft on contact.  Maybe he will turn it around in the future    Click to expand...  You've had some hot takes today but this might be your best. He's been the only consistent WR all year.",25
6:06 PM,Guardians4312,I swear to god our 3rd down percentage would be at least .100 higher if they didn’t have pan hands,25
6:06 PM,RaiderRam,  TTUfirebird2008 said:       UCF is getting a lot of lucky breaks    Click to expand...  So have we.,25
6:07 PM,rlamaster,Is it just me or is UCF the chippiest/borderline dirty team we have played except Houston? Always some little BS in the pile and after the play?,25
6:07 PM,Richards279,Have success with Tahj and then 3 straight pass plays,25
6:07 PM,J. Ramirez,Rabbit is on the sideline on the stationary bike,25
6:07 PM,AustinRaider6,  TxTech08 said:       You've had some hot takes today but this might be your best. He's been the only consistent WR all year.    Click to expand...  Dude he’s not even played half the year.  Wtf are you even talking about,25
6:07 PM,GrimTrader,  TxTech08 said:       You've had some hot takes today but this might be your best. He's been the only consistent WR all year.    Click to expand...  I'd say it's more a case of the tallest midget argument. He's been okay but nothing amazing.,26
6:07 PM,blackswarm93,"There have been a couple of surprisingly good catches tonight, but also two very bad drops. Both stopped drives",26
6:07 PM,chaseallen_44,  mxraider said:       Indeed. Kittley refuses to score out of halftime. It’s to the point I don’t know why we defer.    Click to expand...  Man you cannot blame that drive on Kittley. Not his fault the receiver dropped it.,26
6:07 PM,ttu_porters,"wow, our WRs. We have no identity",26
6:07 PM,CYoung512,Kittley is calling a pretty decent game.  His players aren’t executing.,26
6:07 PM,TechRocks,Tech has zero margin for error yet we continue to shoot ourselves in the foot. Eakin has to catch the damn ball.,26
6:08 PM,TxTech08,  AustinRaider6 said:       Dude he’s not even played half the year.    Click to expand...  Exactly,26
6:08 PM,NYRaider,That is now 8 straight games where we have failed to score on our first drive of the second half.,26
6:08 PM,Time To Win,  TechRocks said:       3rd down drops on easy passes. Eakin with a big drop last week and again today.    Click to expand...  That wasn’t an easy catch,26
6:08 PM,MJRaider,Adedire has no clue.,26
6:08 PM,mxraider,"For those keeping score at home, Oregon is the only game we scored on the first possession of the second half.   1/10  Almost every other game we went 3 and out, with a couple of 6-8 play TO on downs sprinkled in.",26
6:08 PM,J. Apodaca,No sign of Jaylon Hutchings at the first defensive possession of the second half.Rabbit is on the sideline on the exercise bike.,26
6:08 PM,jbryanford,Defensive ends diving in..... also not optimal.,26
6:08 PM,GrimTrader,  Time To Win said:       That wasn’t an easy catch    Click to expand...  If it hits you in the hands you gotta catch it.,26
6:09 PM,TechRocks,Plumblee killing us with his legs.,26
6:10 PM,jbryanford,Their guys were down the field.s.. the replay showed it.... of course...ha,26
6:10 PM,MJRaider,2 guys 6 yards downfield LOL,26
6:10 PM,TTU15Fan,"  TxTech08 said:       You've had some hot takes today but this might be your best. He's been the only consistent WR all year.    Click to expand...  Umm, no? Didn't he miss a big 3rd down last game or the one before?",26
6:10 PM,MJRaider,Make up call.   I hate this league.,26
6:10 PM,mxraider,  chaseallen_44 said:       Man you cannot blame that drive on Kittley. Not his fault the receiver dropped it.    Click to expand...  He’s 1/10 on getting points on the first drive of the second half. Blame it on whoever you want. Those are the facts.,26
6:10 PM,AustinRaider6,Refs taking over the game.  Nothing worse.  And I say this after a penalty on UCF.,26
6:10 PM,TechFan88,Their center was downfield but no flag?,26
6:10 PM,TxTech08,Holy shit they called it finally. Wish they would have on the 1st drive,26
6:11 PM,CumberlandBlues,They have OL down the field on every single run/pass option.,26
6:11 PM,parlayraider81,  TechRocks said:       Plumblee killing us with his legs.    Click to expand...  Like this is a new thing for a Tech defense…🤣,26
6:11 PM,Guardians4312,I’m betting Joey begged them to watch the Line for ineligible man downfield on those little read passes going into half,26
6:11 PM,ttuboat,Anybody know the down and distance? The broadcast is confused. 1 and 25?,26
6:11 PM,Whiterock H0rn,71 is a cheater!,26
6:11 PM,jbryanford,If they actually start calling them for holding they have zero shot of winning... they hold every play.. all across the line. It is obviously a coaching decision for them to play that way,26
6:12 PM,DWDJR,If we don’t get off the field this series it will be so damn deflating.,26
6:12 PM,Centex48,We have gotten the ball first after half in 8 straight games.  The result of the drives to start the 2nd half: WVU - punt Houston - punt Baylor - turnover on downs KState - turnover on downs BYU - punt TCU - punt Kansas - punt UCF - punt  That’s not a great endorsement for Kittley’s halftime adjustments.,26
6:12 PM,MJRaider,Please don't pull a Devin Drew here.,26
6:12 PM,AustinRaider6,  Guardians4312 said:       I’m betting Joey begged them to watch the Line for ineligible man downfield on those little read passes going into half    Click to expand...  100%.  They’ve been doing it all game and for some reason we only get it flagged 1st H,26
6:12 PM,NYRaider,Can’t let 0 get around the corner there.,26
6:12 PM,GunsUp5,That kid is fast,26
6:13 PM,DWDJR,Holy hell Jordon,26
6:13 PM,jbryanford,They have some fast skill guys for sure..... can't wait to have more of those for Tech.,26
6:13 PM,mxraider,We are slow and/or take terrible angles. Another play that should have been a loss that ends up in positive yards.,26
6:13 PM,Stev0,That Richardson is a good looking back,26
6:13 PM,aybuddy777,"  AustinRaider6 said:       I’m not a fan of Eakin from what I’ve seen.  He drops the ball all the time (and in very crucial positions/plays), hardly ever gets as many yards as he could, and is really soft on contact.  Maybe he will turn it around in the future.    Click to expand...   No way you're blaming the receiver after our QB missed a wide open 5-yard slant route.",26
6:13 PM,mxraider,  mxraider said:       We are slow and/or take terrible angles. Another play that should have been a loss that ends up in positive yards.    Click to expand...     ,27
6:13 PM,chaseallen_44,Who is handling the damn yellow marker lol,27
6:14 PM,AustinRaider6,  Centex48 said:       We have gotten the ball first after half in 8 straight games.  The result of the drives to start the 2nd half: WVU - punt Houston - punt Baylor - turnover on downs KState - turnover on downs BYU - punt TCU - punt Kansas - punt UCF - punt  That’s not a great testament to Kittley’s halftime adjustments.    Click to expand...  I have watching almost 20 games of Kittley O.  I’m not sure I can ever remember an impressive in game adjustment.,27
6:14 PM,MJRaider,Huge stop so we can go 3 and out here.,27
6:14 PM,J. Apodaca,"Defense has now gotten off the field in three straight drives, with the help of the half ending.",27
6:14 PM,Time To Win,  CumberlandBlues said:       They have OL down the field on every single run/pass option.    Click to expand...  They’re pulling up before they get too far.,27
6:14 PM,ttuboat,  chaseallen_44 said:       Who is handling the damn yellow marker lol    Click to expand...  They’re just guessing lmao,27
6:14 PM,TechFan88,  Centex48 said:       We have gotten the ball first after half in 8 straight games.  The result of the drives to start the 2nd half: WVU - punt Houston - punt Baylor - turnover on downs KState - turnover on downs BYU - punt TCU - punt Kansas - punt UCF - punt  That’s not a great testament to Kittley’s halftime adjustments.    Click to expand...  When it doesn't happen its not on Kittley the players didn't execute.   When it does happen Kittley drew up a great play.,27
6:14 PM,jbryanford,Gus looks like a guy who complains when someone parks even slightly in front of his yard when the neighbor is having a party..... or gets irrationally mad when someone is mowing at 9am.,27
6:15 PM,mxraider,  Time To Win said:       They’re pulling up before they get too far.    Click to expand...  No they aren’t. Even when they picked up the flag the center was 3 yards downfield.,27
6:15 PM,AustinRaider6,  aybuddy777 said:       No way you're blaming the receiver after our QB missed a wide open 5-yard slant route.    Click to expand...  You remember the 3rd down in his chest he dropped last game?  And that pass tonight hit him in both hands.  It wasn’t a perfect throw but a college WR absolutely should catch that.,27
6:15 PM,Time To Win,  chaseallen_44 said:       Who is handling the damn yellow marker lol    Click to expand...  Appears to be Tailgate Tony,27
6:15 PM,DWDJR,  chaseallen_44 said:       Who is handling the damn yellow marker lol    Click to expand...  I’ve fallen for it so many damn times despite knowing its always wrong.,27
6:16 PM,chaseallen_44,  DWDJR said:       I’ve fallen for it so many damn times despite knowing its always wrong.    Click to expand...  Like I know I’m on muscle relaxers rn but holy shit.,27
6:16 PM,jbryanford,  TechFan88 said:       When it doesn't happen its not on Kittley the players didn't execute.  When it does happen Kittley drew up a great play.    Click to expand...  The drop today was probably a bit on both players.... should have been caught.... Morton could have thrown it just a touch less powered up.... should have been an easy first down there... now would they still  have gone down and scored? We will never know.,27
6:16 PM,FiscalKliff,  mxraider said:       We are slow and/or take terrible angles. Another play that should have been a loss that ends up in positive yards.    Click to expand...  Stop dude. Defense is doing its job. You are either retarded or retarded.,27
6:16 PM,FOSTRAIDER,Please no more Morton run plays.,27
6:17 PM,Time To Win,  mxraider said:       No they aren’t. Even when they picked up the flag the center was 3 yards downfield.    Click to expand...  3 yards is legal.,27
6:17 PM,wreckemtech5,Flags for everyone,27
6:17 PM,Froda,This crew has loved the man down field call tonight. Not sure I’ve heard it called this many times all season.  Also they hold us every time and of course we get caught.,27
6:17 PM,Stev0,Those Moonpods are “filled in the USA”?  Awfully pricey for beanbag chairs.,27
6:17 PM,kswid27,These refs have gotten flag happy,27
6:17 PM,ttuboat,Ref show,27
6:17 PM,Centex48,This ref decided at half that he wasn’t getting enough air time.,27
6:17 PM,NYRaider,Super unnecessary by Staats.,27
6:17 PM,mattcal,Staats got pancaked.,27
6:17 PM,FiscalKliff,Joey November is doing his thing,27
6:18 PM,MJRaider,Staats can start walking back to Kentucky.,27
6:18 PM,blackswarm93,"Geez Eakin sucks, should have taken that for a TD",27
6:18 PM,aybuddy777,"  AustinRaider6 said:       You remember the 3rd down in his chest he dropped last game?  And that pass tonight hit him in both hands.  It wasn’t a perfect throw but a college WR absolutely should catch that.    Click to expand...   Who messed up more, the QB who missed a wide open throw 5 yards downfield, or the receiver who failed to make a tough catch?  Don't die on this hill.",27
6:19 PM,Centex48,How the hell does Tahj turn a stumble behind the LOS into 12 yards?,27
6:19 PM,Raider_Power,Takes some leg strength to fall down for 10 yards like that,27
6:19 PM,DWDJR,Grind them into the dirt Brooks,27
6:19 PM,Time To Win,Huge drive. Need points and rest for D,27
6:20 PM,ttuboat,Don’t run a speed option with Morton for many reasons.,27
6:20 PM,TechFan88,Great play by Kittley,27
6:20 PM,mattcal,Why?,27
6:20 PM,Used2BScooterTX,Let’s take that one out of the playbook,27
6:20 PM,DWDJR,Oh Behren that is horrid. Thats 6. How do you miss him that badly.,27
6:20 PM,jbryanford,why did we run that play to the boundry side?  Morton with the bad throw..... we can't have turnovers. We can't have turnovers!,27
6:20 PM,mattcal,Missed what should have been an easy throw.,28
6:20 PM,J. Apodaca,"not a bad read, sailed it.",28
6:21 PM,Centex48,I’m jealous that they don’t drop their interceptions.,28
6:21 PM,huntcass,That was a bad toss,28
6:21 PM,hawkspur,What a surprising outcome.  I am shocked.,28
6:21 PM,kswid27,That so was a horrrrriiiiffffic throw,28
6:21 PM,mxraider,   ,28
6:21 PM,Time To Win,Oh well,28
6:21 PM,Dynomite Dolemite,  mattcal said:       Missed what should have been an easy throw.    Click to expand...   That was a TD if thrown correctly.,28
6:21 PM,TechRocks,Morton with two major s few ups. Don’t get fancy. You have 2nd and 4 and we do some damned option.,28
6:21 PM,txtechx,What was that?,28
6:21 PM,MJRaider,"Well, we just lit the season on fire right there. Explicable throw.",28
6:21 PM,aybuddy777,Morton single-handedly selling the game in this half. Ugh.,28
6:22 PM,applejax,Yeah  and read and a story a** throw! A tech thing! Unbelievable!,28
6:22 PM,J25TxTech,Threw it behind both guys in that area,28
6:22 PM,FiscalKliff,"Great job everyone. Running game is working, nah. **** it, throw jt",28
6:22 PM,AustinRaider6,Good decision.  Bad throw.  Idk if Morton thought he was going to cut up field more or what.  Ugh.  I still don’t believe he’s anywhere near 100%,28
6:22 PM,Jordon232,It’s always something we just can never seem to score when it comes to taking the lead.,28
6:22 PM,rljones7,Sure hope we bring in a capable QB transfer because Morton is not the answer and Strong is certainly not close to ready to lead a Big12 team.,28
6:22 PM,mxraider,"  J. Apodaca said:       not a bad read, sailed it.    Click to expand...  Bad throw Bad call Bad read  It’s always something.",28
6:22 PM,TTU15Fan,"Not sure why we have a speed option in the playbook with, oh I don't know, Morton being our only hope at QB.",28
6:22 PM,ConjugalVisits,My radio feed is behind. Maybe I can turn it off and prevent the…fuhk.,28
6:22 PM,TTwin,"  MacRed said:       I’m not there yet.    Click to expand...  And neither am I now.  Brooks crushing them, so let's start passing",28
6:22 PM,Time To Win,Pas may have been in front and over the wr crossing in the back,28
6:22 PM,TechFan88,Run the ball please with the actual RB. Then occasionally throw it.,28
6:23 PM,kswid27,We just can’t help ourselves,28
6:23 PM,mattcal,I’m jealous of their WR blocking.,28
6:23 PM,kdixon81,Lazy mechanics led to throwing that behind.,28
6:23 PM,FiscalKliff,I can’t help to think if you reverse the OCe we aren’t winning by 10,28
6:23 PM,DWDJR,That pick followed by this upcoming TD feels like will be the defining drives of the game.,28
6:24 PM,ConjugalVisits,  ,28
6:24 PM,bustossa,"Sooo, wats it gonna take for tech to have a halfa$$ decent offense",28
6:24 PM,kswid27,"UCF makes plays, we dont",28
6:24 PM,mxraider,Tahj has 101 yards on 10 carries….,28
6:24 PM,hawkspur,"  bustossa said:       Sooo, wats it gonna take for tech to have a halfa$$ decent offense    Click to expand...  A healthy QB, WRs that don't suck ass, and a new OC",28
6:24 PM,bustossa,"…also, are the refs calling a fair game or does it seem like more anti-tech calls ??",28
6:25 PM,Centex48,The only complimentary football we play is when both offense & defense consecutively shit their pants.,28
6:25 PM,jbryanford,"Joey has gotten us more real D1 players... can't wait for these next two classes and hopefully the portal... to get us more real D1 difference makers....   The slot guy who can't be covered.... NFL draft picks on teh OLine..... the first round receiver.... rush ends who scare the QB and keep their coaches up at night...  The DB that makes the interception....  We are better and compete more across the board, but we are rarely really better tahn the talent across from us yet.    Need to hold em to three here hopefully.",28
6:25 PM,AustinRaider6,"UCF has a poor defense and we’ve put up 14 in almost 3 Qs.  Whatever the excuse is, in the 2nd year Kittley’s offense has not been up to snuff.",28
