time_element,username,post_text,thread_page,post_text_cleaned,Sentiment
8:44 PM,redraider2007,"  mattmav45 said:    @B. Golan will defend Kittley no matter what. At this point its ego-driven over anything else because if not, the guy is simply stupid as fck at analyzing sports.  Simplyhes a bank teller/loan officer working in DFW masquerading as a sports analyst/reporter.  LMAO, plain and simple.    Click to expand...  Damn. Its that serious?",32,Damn. Its that serious?,negative
8:44 PM,Bettycawkder,Kittley should go. Head coaches need to stop placating to tech and whatever dipshit spread offense they think we want. Joey needs to find an OC that will help him keep his job. Not depend on some guy that grew up on ps3.,32,Kittley should go. Head coaches need to stop placating to tech and whatever dipshit spread offense they think we want. Joey needs to find an OC that will help him keep his job. Not depend on some guy that grew up on ps3.,negative
8:44 PM,RollinCrimson,  kctidwell24 said:       The wide receivers are not working very hard. This game would look different if 9 tried and 10 doesnt drop a ball in his hands behind the defense.  You have a QB that is hampered and a line that has 3 players and 2 guys asking questions.  9 could be good if he gave a fvck but he doesnt and with no number 1 playing you have very little threat of plays being made    Click to expand...  Great post,32,Great post,positive
8:44 PM,LakeRanger,  Kolt Rogers said:       The entire offensive staff minus Perry has been truly bad this year    Click to expand...    How many other RBs are ready to play?  Perry is far from being safe from. criticism.    Plus he is the ST coach....,32,  How many other RBs are ready to play?  Perry is far from being safe from. criticism.    Plus he is the ST coach....,negative
8:44 PM,bustossa,  B. Golan said:       When youre outmatched you turn up the aggressiveness.  No problem with the decision to go. Have to execute the play better (or call a better one).    Click to expand...  ,32,,none
8:44 PM,ReasonableRaider,"  BackintheLBK said:       Kittley needs to be fire. Boohoo if it costs us Hudson and Hammond. It the end he is the one still calling terrible plays.    Click to expand...  Im not giving Kittley a pass, but if you cant see the difference in talent in the trenches, I dont know what to tell you.  Morton cant even take a 3-step drop and they are on his ass. The worst group of receivers I can remember  made worse by no Price in the lineup  cant get separation. Any yards Brooks makes us totally second effort and on him.  BREAKING: OUR MID-MAJOR OLINE IS GETTING THE SHIT KICKED OUT OF THEM.  What are you going to dial up? Physically incapable of running or throwing the ball. Hell, Stevie Wonder can see that.",32,"Im not giving Kittley a pass, but if you cant see the difference in talent in the trenches, I dont know what to tell you.  Morton cant even take a 3-step drop and they are on his ass. The worst group of receivers I can remember  made worse by no Price in the lineup  cant get separation. Any yards Brooks makes us totally second effort and on him.  BREAKING: OUR MID-MAJOR OLINE IS GETTING THE SHIT KICKED OUT OF THEM.  What are you going to dial up? Physically incapable of running or throwing the ball. Hell, Stevie Wonder can see that.",negative
8:45 PM,Brandon Bohannon,"Tonight, we are a basketball school. We beat Michigan, again.",32,"Tonight, we are a basketball school. We beat Michigan, again.",positive
8:45 PM,B. Golan,  ttu_porters said:       I miss Cumbie    Click to expand...  Hes 3-9 and hasnt won a game since September. I bet he misses you too.    ,32,Hes 3-9 and hasnt won a game since September. I bet he misses you too.    ,negative
8:45 PM,RaiderRam,McGuire told the TV crew we would give them a fight. He needs to learn to keep his damn mouth shut. Im sick and tired of his mouth.,32,McGuire told the TV crew we would give them a fight. He needs to learn to keep his damn mouth shut. Im sick and tired of his mouth.,negative
8:45 PM,RaiderSeymore,Zach Kittley.    Wooof,32,Zach Kittley.    Wooof,none
8:45 PM,Coldwater5,"During the commercial break, Joey said we need to run 28.  Next possession, Kittley called 4 straight passes.  WTF?",32,"During the commercial break, Joey said we need to run 28.  Next possession, Kittley called 4 straight passes.  WTF?",negative
8:46 PM,Estebanito,"  KRaider said:       This is what happens when a 10-1 team plays a team that lost to Wyoming and was lucky to beat UCF.    Click to expand...   This Team is bad. No excuses. Were lucky Baylor, TCU and Houston are having shittier ass seasons than us too or we wouldnt even be bowling",32," This Team is bad. No excuses. Were lucky Baylor, TCU and Houston are having shittier ass seasons than us too or we wouldnt even be bowling",negative
8:46 PM,IndyBeancounter,  RaiderRam said:       McGuire told the TV crew we would give them a fight. He needs to learn to keep his damn mouth shut. Im sick and tired of his mouth.    Click to expand...    Over to you @GCRRFan,32,  Over to you @GCRRFan,none
8:47 PM,jtpmd46,So glad I have decided to not waste my money or time with this team anymore.   Easily costs $1000 a weekend to go to Lubbock.  I can use that money for my grandkids!,32,So glad I have decided to not waste my money or time with this team anymore.   Easily costs $1000 a weekend to go to Lubbock.  I can use that money for my grandkids!,negative
8:47 PM,RollinCrimson,"  psizzled said:       On who?  Joey for not canning him?    Click to expand...  No his players suck cant block catch or run routes correct. I mean blame him as its fun but he didnt say run two routes in a row short of the sticks, the players did awful routes",32,"No his players suck cant block catch or run routes correct. I mean blame him as its fun but he didnt say run two routes in a row short of the sticks, the players did awful routes",negative
8:47 PM,Guardians4312,  RaiderRam said:       McGuire told the TV crew we would give them a fight. He needs to learn to keep his damn mouth shut. Im sick and tired of his mouth.    Click to expand...  What do you want him to say?   Yep this game is over,32,What do you want him to say?   Yep this game is over,positive
8:47 PM,B. Golan,  BackintheLBK said:       Kittley needs to be fire. Boohoo if it costs us Hudson and Hammond. It the end he is the one still calling terrible plays.    Click to expand...  Kittley is fire    ,32,Kittley is fire    ,positive
8:48 PM,J. Apodaca,"  B. Golan said:       When youre outmatched you turn up the aggressiveness.  No problem with the decision to go. Have to execute the play better (or call a better one).    Click to expand...  honestly...feel like this one shouldn't have been a go. I said go initially (might be getting into some bad outcome=bad decision here) but you handed them three points.  On the flip side, I sort of get it. First time you've done anything with the ball, facing a 4th & short where you desperately need points before the break.  Overall, call something past the sticks, please.    ",32,"honestly...feel like this one shouldn't have been a go. I said go initially (might be getting into some bad outcome=bad decision here) but you handed them three points.  On the flip side, I sort of get it. First time you've done anything with the ball, facing a 4th & short where you desperately need points before the break.  Overall, call something past the sticks, please.    ",negative
8:48 PM,bobbyo9677,"  J. Ramirez said:       a 4th and 2 is a short pass to Tahj, why?    Click to expand...  Has to be complete lack of confidence in the WRs",32,Has to be complete lack of confidence in the WRs,negative
8:49 PM,B. Golan,"  mattmav45 said:    @B. Golan will defend Kittley no matter what. At this point its ego-driven over anything else because if not, the guy is simply stupid as fck at analyzing sports.  Simplyhes a bank teller/loan officer working in DFW masquerading as a sports analyst/reporter.  LMAO, plain and simple.    Click to expand...  (Credit analyst)  And you pay to read this credit analysts posts ",32,(Credit analyst)  And you pay to read this credit analysts posts ,negative
8:49 PM,chaseallen_44,  Chrome21 said:       I don't understand it. All they care about is football I guess. McCasland in 6 games has shown more progression than Tech football in 2 years under Joey McGuire.    Click to expand...  Idk if Michigan was any good but Tech thoroughly kicked their ass. Thats the most fun Ive had watching a Tech sporting event this year. But Im also obsessed with hoops.,32,Idk if Michigan was any good but Tech thoroughly kicked their ass. Thats the most fun Ive had watching a Tech sporting event this year. But Im also obsessed with hoops.,positive
8:49 PM,Guardians4312,"  J. Apodaca said:       honestly...feel like this one shouldn't have been a go. I said go initially (might be getting into some bad outcome=bad decision here) but you handed them three points.  On the flip side, I sort of get it. First time you've done anything with the ball, facing a 4th & short where you desperately need points before the break.  Overall, call something past the sticks, please.      Click to expand...  Heres the thing, youre getting torched on defense when you arent within the 20.   Pin them deep and give them only 45-50 seconds to drive the field. Im all for analytics but that one is just blind confidence man.",32,"Heres the thing, youre getting torched on defense when you arent within the 20.   Pin them deep and give them only 45-50 seconds to drive the field. Im all for analytics but that one is just blind confidence man.",negative
8:49 PM,ADA RedRaider,Watching McRae drop that pass in his hands reminds me of watching the chiefs receivers this year. Big yikes,32,Watching McRae drop that pass in his hands reminds me of watching the chiefs receivers this year. Big yikes,negative
8:49 PM,B. Golan,"  J. Apodaca said:       honestly...feel like this one shouldn't have been a go. I said go initially (might be getting into some bad outcome=bad decision here) but you handed them three points.  On the flip side, I sort of get it. First time you've done anything with the ball, facing a 4th & short where you desperately need points before the break.  Overall, call something past the sticks, please.      Click to expand...  Were arguing over the difference between 2% and 3%?",32,Were arguing over the difference between 2% and 3%?,positive
8:49 PM,bobbyo9677,"  J. Apodaca said:       honestly...feel like this one shouldn't have been a go. I said go initially (might be getting into some bad outcome=bad decision here) but you handed them three points.  On the flip side, I sort of get it. First time you've done anything with the ball, facing a 4th & short where you desperately need points before the break.  Overall, call something past the sticks, please.      Click to expand...  To who? Nobody is wanting the ball besides Coy",32,To who? Nobody is wanting the ball besides Coy,negative
8:49 PM,wreckem1959,"Whenever we have a halfway decent play, there is a penalty.  So frustrating. The talent on Texas is so much better than us, but unforced errors are just ridiculous",32,"Whenever we have a halfway decent play, there is a penalty.  So frustrating. The talent on Texas is so much better than us, but unforced errors are just ridiculous",negative
8:50 PM,BioRaider,  redraider2007 said:       This has been the worst offense since the spike dykes era this season.    Click to expand...  Spike wouldve had a field day with Tahj.,32,Spike wouldve had a field day with Tahj.,negative
8:50 PM,crasher04,"WRs, no effort. They look unmotivated. They look way worse under Coach Juice. The TE position could be helping us, but they are seldom utilized. Cupp and Thorpe could be doing some damage.",32,"WRs, no effort. They look unmotivated. They look way worse under Coach Juice. The TE position could be helping us, but they are seldom utilized. Cupp and Thorpe could be doing some damage.",positive
8:50 PM,Bettycawkder,"  Coldwater5 said:       During the commercial break, Joey said we need to run 28.  Next possession, Kittley called 4 straight passes.  WTF?    Click to expand...   But...the smartest guy, kittley, wants to throw",32," But...the smartest guy, kittley, wants to throw",positive
8:50 PM,TTUfirebird2008,"  Guardians4312 said:       Heres the thing, youre getting torched on defense when you arent within the 20.  Pin them deep and give them only 45-50 seconds to drive the field. Im all for analytics but that one is just blind confidence man.    Click to expand...   Felt more like desperation than confidence.",32, Felt more like desperation than confidence.,negative
8:51 PM,psizzled,  B. Golan said:       Were arguing over the difference between 2% and 3%?    Click to expand...  Actually don't mind going for it. The 2 play calls to achieve it?  Chef's ,32,Actually don't mind going for it. The 2 play calls to achieve it?  Chef's ,positive
8:51 PM,Bettycawkder,"  crasher04 said:       WRs, no effort. They look unmotivated. They look way worse under Coach Juice. The TE position could be helping us, but they are seldom utilized. Cupp and Thorpe could be doing some damage.    Click to expand...   It's infuriating",32, It's infuriating,negative
8:51 PM,mxraider,"Just give Tahj 30 carries in the second half and try to get him a Doak Walker award. Hell, run the wildcat if you need to, just get him 150 and lets go beat Northern Illinois in the bowl game.",32,"Just give Tahj 30 carries in the second half and try to get him a Doak Walker award. Hell, run the wildcat if you need to, just get him 150 and lets go beat Northern Illinois in the bowl game.",positive
8:51 PM,RollinCrimson,"  wreckem1959 said:       Whenever we have a halfway decent play, there is a penalty. So frustrating. The talent on Texas is so much better than us, but unforced errors are just ridiculous    Click to expand...  We always had less talent but we had an exciting explosive offense that was hard to contain. We do t have those players or scheme",32,We always had less talent but we had an exciting explosive offense that was hard to contain. We do t have those players or scheme,negative
8:52 PM,bobbyo9677,"  RaiderSeymore said:       Zero creativity. Zero. Zach kittley is robbing this university.  Throw slants. His refusal to use the middle of the field is insane.    Click to expand...  Either he or Hamby leaves at the end of the season, right? Or both?",32,"Either he or Hamby leaves at the end of the season, right? Or both?",negative
8:52 PM,512RedRaider,I want to lose by less than 14,32,I want to lose by less than 14,negative
8:52 PM,bustossa,sooo tale of two halves ??,32,sooo tale of two halves ??,none
8:52 PM,techsan111,"  RollinCrimson said:       He didnt call it short of sticks, they ran it short pretty simple    Click to expand...  Hes paid $800k/year to make sure they dont do that.",33,Hes paid $800k/year to make sure they dont do that.,none
8:53 PM,TTUfirebird2008,  chaseallen_44 said:       Idk if Michigan was any good but Tech thoroughly kicked their ass. Thats the most fun Ive had watching a Tech sporting event this year. But Im also obsessed with hoops.    Click to expand...   That was an awesome win for Tech basketball. Michigan has a legit power conference roster. Its not like we dominated a small conference team of 1-star players.,33, That was an awesome win for Tech basketball. Michigan has a legit power conference roster. Its not like we dominated a small conference team of 1-star players.,positive
8:53 PM,BioRaider,How many passes were thrown over the middle of the field in the first half?,33,How many passes were thrown over the middle of the field in the first half?,neutral
8:53 PM,82 Matador,What a depressing thread.,33,What a depressing thread.,negative
8:53 PM,NYRaider,"  bobbyo9677 said:       Either he or Hamby leaves at the end of the season, right? Or both?    Click to expand...  Hamby has been nails on the recruiting trail. I think hes doing the best he could with the mess he inherited and what we could afford in the portal.",33,Hamby has been nails on the recruiting trail. I think hes doing the best he could with the mess he inherited and what we could afford in the portal.,positive
8:53 PM,bobbyo9677,  Bettycawkder said:       It's infuriating    Click to expand...  When does Juice get more scrutiny for his underachieving?,33,When does Juice get more scrutiny for his underachieving?,negative
8:53 PM,Richards279,  BioRaider said:       How many passes were thrown over the middle of the field in the first half?    Click to expand...  Zero,33,Zero,positive
8:53 PM,BioRaider,UT has made a habit out of shitting the bed in the second half. Can we get some offense to exploit that?,33,UT has made a habit out of shitting the bed in the second half. Can we get some offense to exploit that?,negative
8:53 PM,DFW Raider,"The amount of people that seemed surprised by the outcome thus far is shocking. You have a severely banged up team. Your OLine is well below average, your receivers havent been able to create space all year. Tahj is going to make his plays. Offensive play calling has always been a question mark. Your Defense gives up huge chunks of yards and tightens up near the red zone. This is by far the thinnest weve been on Defense this season injuries and roster management ( I agree with the roster management moves).  If you look over at Texas, they have the best team by far in the league and their best team in 15 years. The Defense is legit and has been most of the year, and the Offense is good enough. Our play thus far obviously isnt going to win you the game, we would have needed to play a flawless game to win, but with the amount of injuries and terrible OLine play, its was an up hill battle from the first whistle. The game isnt over, but you need a Christmas miracle come early.",33,"The amount of people that seemed surprised by the outcome thus far is shocking. You have a severely banged up team. Your OLine is well below average, your receivers havent been able to create space all year. Tahj is going to make his plays. Offensive play calling has always been a question mark. Your Defense gives up huge chunks of yards and tightens up near the red zone. This is by far the thinnest weve been on Defense this season injuries and roster management ( I agree with the roster management moves).  If you look over at Texas, they have the best team by far in the league and their best team in 15 years. The Defense is legit and has been most of the year, and the Offense is good enough. Our play thus far obviously isnt going to win you the game, we would have needed to play a flawless game to win, but with the amount of injuries and terrible OLine play, its was an up hill battle from the first whistle. The game isnt over, but you need a Christmas miracle come early.",negative
8:54 PM,bobbyo9677,  NYRaider said:       Hamby has been nails on the recruiting trail. I think hes doing the best he could with the mess he inherited and what we could afford in the portal.    Click to expand...  Maybe. Weve got to find a way to improve,33,Maybe. Weve got to find a way to improve,positive
8:54 PM,babyphil,  bustossa said:       sooo tale of two halves ??    Click to expand...  The first half was the frying pan,33,The first half was the frying pan,negative
8:54 PM,chaseallen_44,"  TTUfirebird2008 said:       That was an awesome win for Tech basketball. Michigan has a legit power conference roster. Its not like we dominated a small conference team of 1-star players.    Click to expand...  Yep, Ill take a win over a mid level Big 10 school all day.",33,"Yep, Ill take a win over a mid level Big 10 school all day.",positive
8:54 PM,kctidwell24,  techsan111 said:       Hes paid $800k/year to make sure they dont do that.    Click to expand...  He should have told him to throw to the covered guy past the sticks so we could then complain about another pick,33,He should have told him to throw to the covered guy past the sticks so we could then complain about another pick,negative
8:54 PM,J. Apodaca,goodnight,33,goodnight,neutral
8:54 PM,raiderpower_HTX,Good OCs adjust there is constant built in excuses for Kittley. Doing the same thing over and over is definition of insanity,33,Good OCs adjust there is constant built in excuses for Kittley. Doing the same thing over and over is definition of insanity,negative
8:54 PM,Guardians4312,  NYRaider said:       Hamby has been nails on the recruiting trail. I think hes doing the best he could with the mess he inherited and what we could afford in the portal.    Click to expand...  Hamby has also done a great job adjusting this year.   I dont know what the answer is and I dont know that fire Kittley is the answer. Just dont know what else at this point.,33,Hamby has also done a great job adjusting this year.   I dont know what the answer is and I dont know that fire Kittley is the answer. Just dont know what else at this point.,negative
8:54 PM,Natienate,PATHETIC special teams.,33,PATHETIC special teams.,negative
8:54 PM,Rolf C,Well that's not the ideal way to start the half.,33,Well that's not the ideal way to start the half.,negative
8:55 PM,wafflecopter,LMAOOOOOOOOOO,33,LMAOOOOOOOOOO,positive
8:55 PM,TylerHolloway,What happened to always kicking it out of the end zone?,33,What happened to always kicking it out of the end zone?,none
8:55 PM,NYRaider,Glad we were prepared coming out of the half. No penalty for the peace sign from 7 which has been called at EVERY ****ING LEVEL this year.,33,Glad we were prepared coming out of the half. No penalty for the peace sign from 7 which has been called at EVERY ****ING LEVEL this year.,negative
8:55 PM,EthanTTU,  B. Golan said:       (Credit analyst)  And you pay to read this credit analysts posts     Click to expand...  Lol @ credit analyst. Just a bank teller with a different title..you should be fired along with kittley.,33,Lol @ credit analyst. Just a bank teller with a different title..you should be fired along with kittley.,negative
8:55 PM,RaiderRam,  Guardians4312 said:       What do you want him to say?  Yep this game is over    Click to expand...  He said that to them during the week. He needs to stop telling everyone what his team is gonna do. Hes done that time and time again and has a face covered in egg. Just STFU already and show some humility.,33,He said that to them during the week. He needs to stop telling everyone what his team is gonna do. Hes done that time and time again and has a face covered in egg. Just STFU already and show some humility.,negative
8:55 PM,Pete_Cawthon,whats worse tonight our offense or our special teams?,33,whats worse tonight our offense or our special teams?,negative
8:55 PM,J. Ramirez,ive officially had enough,33,ive officially had enough,negative
8:55 PM,GunsUp5,Bahahahaha,33,Bahahahaha,positive
8:55 PM,Techbassn,And goodnight,33,And goodnight,positive
8:55 PM,Froda,Block in the back. Terrible tackle attempt,33,Block in the back. Terrible tackle attempt,negative
8:55 PM,Tyrone_Shoelaces,Not ideal,33,Not ideal,negative
8:55 PM,jkolb,A fitting end to the rivalry,33,A fitting end to the rivalry,positive
8:55 PM,ttukevin,,33,0,none
8:55 PM,Guardians4312,"Wait, are we seriously not calling that???",33,"Wait, are we seriously not calling that???",none
8:55 PM,TTUfirebird2008,Dumpster fire on special teams and offense tonight. Defense not great either.,33,Dumpster fire on special teams and offense tonight. Defense not great either.,negative
8:56 PM,PCJ76,What a f-ing joke of a performance,33,What a f-ing joke of a performance,negative
8:56 PM,bustossa,What happened to the guy who can kick into the end zone ????,33,What happened to the guy who can kick into the end zone ????,negative
8:56 PM,BioRaider,LOVING the second half adjustments so far!,33,LOVING the second half adjustments so far!,positive
8:56 PM,RaiderNurse,Geez.,33,Geez.,negative
8:56 PM,TechClass07,Block in the back and hilding,33,Block in the back and hilding,none
8:56 PM,ttu_porters,"Well ,we have a boneheaded play thats not Kittleys fault",33,"Well ,we have a boneheaded play thats not Kittleys fault",negative
8:56 PM,wreckemtech5,Im out,33,Im out,negative
8:56 PM,redraider2007,Complete annihilation. Were not even competitive.,34,Complete annihilation. Were not even competitive.,negative
8:56 PM,Soapsuds806,   ,34,   ,none
8:56 PM,Path Man,  bobbyo9677 said:       When does Juice get more scrutiny for his underachieving?    Click to expand...  I think he is the main issue tbh.,34,I think he is the main issue tbh.,negative
8:56 PM,raidrs1,such a bad coached team,34,such a bad coached team,negative
8:56 PM,bustossa,Im not even watching the bowl game at this point,34,Im not even watching the bowl game at this point,negative
8:56 PM,txtechx,outstanding!,34,outstanding!,positive
8:56 PM,Chrome21,This was never a Rivalry. They laugh and beat up lil brother all the time.  I'm so ****ing glad I don't have to witness such inferior play every year now.   I despise sec football so I'll never watch them anyway,34,This was never a Rivalry. They laugh and beat up lil brother all the time.  I'm so ****ing glad I don't have to witness such inferior play every year now.   I despise sec football so I'll never watch them anyway,negative
8:56 PM,CYoung512,They checked out after beating UCF,34,They checked out after beating UCF,negative
8:57 PM,Coldwater5,Bull $hit.,34,Bull $hit.,negative
8:57 PM,RaiderSeymore,Kenny Perrys group today..   Fireable.,34,Kenny Perrys group today..   Fireable.,negative
8:57 PM,TTUfirebird2008,Is the head coachs best friend still coaching special teams?,34,Is the head coachs best friend still coaching special teams?,negative
8:57 PM,GunsUp5,Special teams totally cost you today,34,Special teams totally cost you today,negative
8:57 PM,MJRaider,No one blow a knee here and replace at least 2 coaches please.,34,No one blow a knee here and replace at least 2 coaches please.,negative
8:57 PM,ADA RedRaider,Wheres cullalen when you need him? I need somebody to tells us were a great team,34,Wheres cullalen when you need him? I need somebody to tells us were a great team,positive
8:57 PM,kctidwell24,  bobbyo9677 said:       Maybe. Weve got to find a way to improve    Click to expand...  The plan is to improve the jimmys and joes. Better players make better coaches,34,The plan is to improve the jimmys and joes. Better players make better coaches,positive
8:57 PM,raiderfan77,I havent bitched about effort once this season. Effort clearly lacking on that kick return. This team quit.,34,I havent bitched about effort once this season. Effort clearly lacking on that kick return. This team quit.,negative
8:57 PM,Fearless Matador,Maybe we need to stop recruiting track times and find some football players,34,Maybe we need to stop recruiting track times and find some football players,negative
8:57 PM,Gary Patterson's Belt,,34,0,none
8:57 PM,kreed07,Run the ball with brooks and let some of our redshirted freshman WRs take a snap,34,Run the ball with brooks and let some of our redshirted freshman WRs take a snap,positive
8:57 PM,J25TxTech,Now we are going to have to pass...,34,Now we are going to have to pass...,positive
8:58 PM,redraider1212,  jkolb said:       A fitting end to the rivalry    Click to expand...  This is how I will remember all but 6 of the games in my lifetime. A brutal beatdown with our tail tucked between our legs.,34,This is how I will remember all but 6 of the games in my lifetime. A brutal beatdown with our tail tucked between our legs.,negative
8:58 PM,mxraider,  ,34,  ,none
8:58 PM,4RunnerRaider,This is our Baylor game last year but away,34,This is our Baylor game last year but away,positive
8:58 PM,chaseallen_44,Man I just wanted to look competent.,34,Man I just wanted to look competent.,negative
8:58 PM,TechRocks,Kenny Perrys special teams have been awful tonight. Tech is melting down. Really a bad look,34,Kenny Perrys special teams have been awful tonight. Tech is melting down. Really a bad look,negative
8:58 PM,Stringking,Its cool that were getting absolutely blown out in our final game against Texas. Especially with the way our fan base has talked so much trash this past offseason. What a joke this season has turned out to be.,34,Its cool that were getting absolutely blown out in our final game against Texas. Especially with the way our fan base has talked so much trash this past offseason. What a joke this season has turned out to be.,negative
8:58 PM,kreed07,  Fearless Matador said:       Maybe we need to stop recruiting track times and find some football players    Click to expand...  None of the track times players are on the field. These are Wells and Co guys,34,None of the track times players are on the field. These are Wells and Co guys,negative
8:58 PM,Rolf C,Still throw well short of the sticks.,34,Still throw well short of the sticks.,negative
8:58 PM,wreckem1959,Radio guys immediately called a block in the back on that return,34,Radio guys immediately called a block in the back on that return,neutral
8:58 PM,jbryanford,"That kick return defense was not optimal.   Texas came to play tonight. We were not good enough at all.   Run the ball... let's get some points, play hard and get ready for the bowl game.",34,"That kick return defense was not optimal.   Texas came to play tonight. We were not good enough at all.   Run the ball... let's get some points, play hard and get ready for the bowl game.",positive
8:58 PM,babyphil,  ,34,  ,none
8:58 PM,Froda,Special teams has been great all year. No point in hating on Kenny Perry.,34,Special teams has been great all year. No point in hating on Kenny Perry.,positive
8:58 PM,GoneWest1,"  DFW Raider said:       The amount of people that seemed surprised by the outcome thus far is shocking. You have a severely banged up team. Your OLine is well below average, your receivers havent been able to create space all year. Tahj is going to make his plays. Offensive play calling has always been a question mark. Your Defense gives up huge chunks of yards and tightens up near the red zone. This is by far the thinnest weve been on Defense this season injuries and roster management ( I agree with the roster management moves).  If you look over at Texas, they have the best team by far in the league and their best team in 15 years. The Defense is legit and has been most of the year, and the Offense is good enough. Our play thus far obviously isnt going to win you the game, we would have needed to play a flawless game to win, but with the amount of injuries and terrible OLine play, its was an up hill battle from the first whistle. The game isnt over, but you need a Christmas miracle come early.    Click to expand...  I see zero people surprised but a lot of people frustrated were playing the same bad football we have been all year without any noticeable improvements or adjustments.",34,I see zero people surprised but a lot of people frustrated were playing the same bad football we have been all year without any noticeable improvements or adjustments.,negative
8:58 PM,bustossa,60min of The Brand.embarrassing,34,60min of The Brand.embarrassing,negative
8:58 PM,redraider1212,  Stringking said:       Its cool that were getting absolutely blown out in our final game against Texas. Especially with the way our fan base has talked so much trash this past offseason. What a joke this season has turned out to be.    Click to expand...  Elon needs to do us a favor and ban any Tech fan from X.,34,Elon needs to do us a favor and ban any Tech fan from X.,negative
8:59 PM,BioRaider,Receivers look like theyre walking routes.,34,Receivers look like theyre walking routes.,negative
8:59 PM,Froda,This is easily the most hype Texas has been in their history.,34,This is easily the most hype Texas has been in their history.,positive
8:59 PM,NYRaider,  Fearless Matador said:       Maybe we need to stop recruiting track times and find some football players    Click to expand...  Texas has more track dudes than us on the field.,34,Texas has more track dudes than us on the field.,negative
8:59 PM,RaiderSeymore,This is the worst offense.  No plan.  No scheme.   Just a toddler who got a job and a headset.,34,This is the worst offense.  No plan.  No scheme.   Just a toddler who got a job and a headset.,negative
8:59 PM,jtpmd46,  EthanTTU said:       Lol @ credit analyst. Just a bank teller with a different title..you should be fired along with kittley.    Click to expand...  Think I am done with Red Raider Sports,34,Think I am done with Red Raider Sports,negative
8:59 PM,yanceyRedRaider,There we go again with the iso Eakin play on 3rd and long. Is this a joke?,35,There we go again with the iso Eakin play on 3rd and long. Is this a joke?,negative
8:59 PM,Jordon232,Morton locks in on a defender thats where is throwing it covered or not,35,Morton locks in on a defender thats where is throwing it covered or not,positive
8:59 PM,Coldwater5,Im out. This is over. Ugh!,35,Im out. This is over. Ugh!,negative
8:59 PM,hawkspur,"lol.  All you can do is laugh at how horrendously incompetent this team is from the top down. Coaching? Sucks.  Playcalling? Trash.  WRs? Garbage, zero effort.  Tahj Brooks and McNamara are literally the only good things about this team",35,"lol.  All you can do is laugh at how horrendously incompetent this team is from the top down. Coaching? Sucks.  Playcalling? Trash.  WRs? Garbage, zero effort.  Tahj Brooks and McNamara are literally the only good things about this team",positive
8:59 PM,RaiderWoody,Not even competitive.,35,Not even competitive.,negative
8:59 PM,Chrome21,"  chaseallen_44 said:       Idk if Michigan was any good but Tech thoroughly kicked their ass. Thats the most fun Ive had watching a Tech sporting event this year. But Im also obsessed with hoops.    Click to expand...  Me too. Tech led the entire game. I believe in defense and fundamental offensive basketball. Because like football, it's talent. We control the pace and don't jack up bad 3s, it always gives us a chance to win. I take all wins obviously being a Tech guy.  This football game could get into the 70s. UT wants to destroy us. They ain't backing off. 65-7.",35,"Me too. Tech led the entire game. I believe in defense and fundamental offensive basketball. Because like football, it's talent. We control the pace and don't jack up bad 3s, it always gives us a chance to win. I take all wins obviously being a Tech guy.  This football game could get into the 70s. UT wants to destroy us. They ain't backing off. 65-7.",positive
8:59 PM,NJRaider,"This team is just inept.    No mas , no mas",35,"This team is just inept.    No mas , no mas",negative
9:00 PM,TylerHolloway,Worthy has to have two people nearly carry him to the locker room and hes out to return a punt first thing in the second? Give me a break dude.,35,Worthy has to have two people nearly carry him to the locker room and hes out to return a punt first thing in the second? Give me a break dude.,negative
9:00 PM,Natienate,"Just an embarrassment.  I didn't figure we had a chance to win, but we are getting whipped in every phase.",35,"Just an embarrassment.  I didn't figure we had a chance to win, but we are getting whipped in every phase.",negative
9:00 PM,Froda,Im watching multiple teams play and they all run better offense than us. Guys get open in space. Not on long passes down the sideline.,35,Im watching multiple teams play and they all run better offense than us. Guys get open in space. Not on long passes down the sideline.,negative
9:00 PM,TTUfirebird2008,"  redraider1212 said:       This is how I will remember all but 6 of the games thus far in my lifetime. A brutal beatdown with our tail tucked between our legs.    Click to expand...   Will be glad to no longer face any conference opponents with a massive talent advantage. There will be zero excuses for any Tech coaches moving forward.   If youre getting blown out by teams with 3-star talent, there is a coaching problem. And weve certainly had our share of blowout losses to 3-star level talent over the last 15 years. Really hope McGuire can fix that.",35," Will be glad to no longer face any conference opponents with a massive talent advantage. There will be zero excuses for any Tech coaches moving forward.   If youre getting blown out by teams with 3-star talent, there is a coaching problem. And weve certainly had our share of blowout losses to 3-star level talent over the last 15 years. Really hope McGuire can fix that.",negative
9:00 PM,shorthop,LOL,35,LOL,positive
9:00 PM,GunsUp5,Kittley needs to be fired,35,Kittley needs to be fired,negative
9:00 PM,GoneWest1,  Stringking said:       Its cool that were getting absolutely blown out in our final game against Texas. Especially with the way our fan base has talked so much trash this past offseason. What a joke this season has turned out to be.    Click to expand...  Blame Joey for pumping us up all offseason.   All hat no cattle this season.,35,Blame Joey for pumping us up all offseason.   All hat no cattle this season.,negative
9:00 PM,TechRocks,3 yard pass plays. Whats that about. All passes along the sideline. Nothing in the middle of the field. What on earth is Kittley thinking?,35,3 yard pass plays. Whats that about. All passes along the sideline. Nothing in the middle of the field. What on earth is Kittley thinking?,negative
9:00 PM,Techbassn,I wish the basketball game was still on,35,I wish the basketball game was still on,neutral
